,Age,Gender,Income,Location,Ad Type,Ad Topic,Ad Placement,Clicks,Click Time,Conversion Rate,CTR
7970,40,Male,81449.02,Urban,Text,Fashion,Search Engine,7,2023-06-02 20:45:56.921459,0.08,0.0226
7971,29,Male,67866.85,Urban,Text,Finance,Search Engine,2,2023-07-12 20:45:56.921459,0.4029,0.0545
7972,33,Male,80472.23,Suburban,Native,Food,Social Media,4,2024-03-04 20:45:56.921459,0.3525,0.0803
7973,47,Female,72636.78,Rural,Banner,Fashion,Search Engine,5,2023-06-09 20:45:56.921459,0.2156,0.0786
7974,22,Female,6712.71,Suburban,Native,Health,Social Media,2,2023-07-21 20:45:56.921459,0.4145,0.0207
7975,22,Female,26642.15,Urban,Native,Fashion,Search Engine,9,2023-04-28 20:45:56.921459,0.1188,0.0921
7976,54,Male,39393.87,Suburban,Video,Fashion,Website,4,2023-07-29 20:45:56.921459,0.249,0.0595
7977,29,Male,52002.04,Rural,Native,Health,Search Engine,6,2023-12-09 20:45:56.921459,0.1072,0.0788
7978,64,Male,81654.76,Suburban,Banner,Fashion,Social Media,6,2023-10-28 20:45:56.921459,0.0341,0.0533
7979,58,Male,43112.93,Suburban,Video,Fashion,Website,5,2024-02-29 20:45:56.921459,0.1255,0.0411
7983,38,Male,67598.06,Suburban,Banner,Technology,Website,6,2024-03-29 20:45:56.921459,0.0078,0.0471
7984,30,Female,47582.75,Suburban,Native,Food,Social Media,1,2023-10-12 20:45:56.921459,0.1408,0.0209
7987,47,Male,76206.43,Suburban,Native,Travel,Social Media,2,2023-05-06 20:45:56.921459,0.2378,0.0403
7988,39,Female,60741.98,Urban,Text,Food,Search Engine,5,2023-10-13 20:45:56.921459,0.3205,0.0344
7989,34,Female,54256.1,Suburban,Banner,Travel,Search Engine,3,2023-05-22 20:45:56.921459,0.1559,0.0636
7990,34,Female,17835.7,Suburban,Video,Food,Search Engine,10,2024-02-10 20:45:56.921459,0.1313,0.0445
7991,27,Female,28778.92,Suburban,Text,Health,Website,4,2023-11-24 20:45:56.921459,0.1697,0.0502
7992,63,Male,43846.55,Suburban,Native,Food,Social Media,4,2024-02-18 20:45:56.921459,0.1809,0.0118
7993,31,Male,22175.47,Rural,Banner,Health,Search Engine,4,2023-12-05 20:45:56.921459,0.1052,0.0744
7994,47,Male,90407.91,Suburban,Video,Finance,Social Media,6,2023-07-29 20:45:56.921459,0.0488,0.0304
7995,25,Male,75679.69,Suburban,Banner,Health,Website,3,2023-05-21 20:45:56.921459,0.1966,0.0213
7996,22,Male,47145.76,Suburban,Text,Food,Social Media,9,2023-12-22 20:45:56.921459,0.3644,0.0371
7997,31,Female,64494.32,Suburban,Banner,Fashion,Search Engine,7,2024-03-30 20:45:56.921459,0.4268,0.0591
7998,31,Female,20381.79,Suburban,Banner,Travel,Website,8,2023-06-16 20:45:56.921459,0.0579,0.0537
7999,36,Male,58303.98,Rural,Text,Health,Social Media,5,2024-03-20 20:45:56.921459,0.285,0.0684
8000,49,Male,64266.14,Urban,Native,Travel,Search Engine,2,2023-07-13 20:45:56.921459,0.2492,0.0751
8001,38,Female,30355.07,Urban,Banner,Health,Social Media,3,2023-12-08 20:45:56.921459,0.1537,0.0659
8002,48,Female,70512.09,Urban,Video,Technology,Social Media,6,2023-11-25 20:45:56.921459,0.2471,0.0271
8003,57,Male,67921.33,Suburban,Video,Travel,Social Media,5,2023-06-10 20:45:56.921459,0.1242,0.0831
8005,23,Female,95743.94,Urban,Video,Food,Search Engine,2,2024-02-17 20:45:56.921459,0.1757,0.0821
8009,36,Male,21441.68,Urban,Banner,Travel,Search Engine,6,2024-01-18 20:45:56.921459,0.3612,0.0533
8010,39,Other,46653.0,Rural,Video,Finance,Website,3,2023-09-02 20:45:56.921459,0.0956,0.0567
8011,48,Female,89104.95,Urban,Native,Technology,Search Engine,6,2024-03-11 20:45:56.921459,0.0281,0.047
8012,36,Male,34701.76,Urban,Text,Finance,Search Engine,2,2023-05-13 20:45:56.921459,0.4618,0.0339
8013,34,Male,47571.12,Rural,Text,Food,Social Media,3,2023-07-02 20:45:56.921459,0.1957,0.0631
8014,39,Other,32989.98,Rural,Text,Health,Website,4,2023-05-24 20:45:56.921459,0.5779,0.041
8015,49,Female,50241.07,Suburban,Native,Fashion,Social Media,3,2023-09-24 20:45:56.921459,0.28,0.0281
8018,32,Female,49501.04,Urban,Video,Fashion,Social Media,3,2024-01-28 20:45:56.921459,0.572,0.0786
8019,26,Female,59219.26,Suburban,Banner,Finance,Website,4,2023-12-11 20:45:56.921459,0.2163,0.072
8020,44,Male,40580.05,Rural,Banner,Finance,Website,4,2023-12-06 20:45:56.921459,0.3896,0.0322
8022,20,Female,57376.58,Rural,Native,Travel,Social Media,3,2023-10-03 20:45:56.921459,0.1014,0.0521
8023,50,Other,5780.77,Rural,Video,Finance,Social Media,11,2023-07-25 20:45:56.921459,0.0693,0.0255
8024,56,Other,75738.67,Rural,Video,Travel,Social Media,3,2023-11-11 20:45:56.921459,0.3273,0.0398
8025,38,Female,42518.65,Suburban,Text,Travel,Website,4,2023-07-02 20:45:56.921459,0.3182,0.0776
8026,54,Male,50034.74,Rural,Text,Fashion,Website,5,2023-08-18 20:45:56.921459,0.1789,0.0526
8027,46,Male,52548.55,Suburban,Banner,Food,Social Media,4,2023-12-30 20:45:56.921459,0.0666,0.0293
8028,43,Male,48902.42,Urban,Banner,Health,Website,7,2023-06-12 20:45:56.921459,0.4641,0.0352
8030,21,Female,91029.7,Rural,Native,Food,Social Media,3,2023-05-22 20:45:56.921459,0.0271,0.0362
8031,23,Male,42902.35,Rural,Video,Food,Website,5,2023-05-04 20:45:56.921459,0.2045,0.0365
8032,22,Male,38641.95,Suburban,Text,Finance,Search Engine,5,2024-02-07 20:45:56.921459,0.0862,0.0557
8035,32,Female,41547.48,Urban,Video,Fashion,Website,4,2024-03-04 20:45:56.921459,0.3045,0.0647
8036,46,Female,61448.29,Urban,Video,Technology,Search Engine,4,2024-03-27 20:45:56.921459,0.0976,0.0627
8037,30,Female,62935.3,Rural,Video,Fashion,Social Media,10,2023-11-17 20:45:56.921459,0.3239,0.0812
8038,29,Other,39880.01,Rural,Text,Travel,Social Media,5,2023-05-29 20:45:56.921459,0.1593,0.0535
8039,28,Male,62487.02,Rural,Video,Technology,Website,5,2023-08-07 20:45:56.921459,0.0651,0.0266
8040,37,Male,22662.54,Rural,Native,Travel,Social Media,1,2023-12-02 20:45:56.921459,0.1657,0.0666
8041,30,Female,38838.4,Urban,Banner,Technology,Search Engine,4,2023-10-26 20:45:56.921459,0.208,0.0276
8043,71,Female,41707.31,Urban,Text,Finance,Website,6,2023-10-11 20:45:56.921459,0.1834,0.0641
8044,40,Female,33171.58,Suburban,Banner,Travel,Search Engine,6,2024-01-21 20:45:56.921459,0.1002,0.0291
8045,40,Other,32250.39,Urban,Video,Technology,Website,6,2024-03-06 20:45:56.921459,0.1084,0.0655
8046,39,Female,66170.8,Suburban,Video,Technology,Website,5,2023-10-14 20:45:56.921459,0.1016,0.0574
8047,41,Female,34539.7,Suburban,Video,Travel,Search Engine,5,2023-09-02 20:45:56.921459,0.18,0.0508
8048,37,Male,71539.2,Suburban,Banner,Food,Search Engine,4,2024-02-01 20:45:56.921459,0.2861,0.0273
8049,41,Male,4710.97,Urban,Banner,Travel,Social Media,4,2024-02-25 20:45:56.921459,0.2719,0.0228
8050,73,Female,14014.94,Suburban,Text,Health,Search Engine,8,2024-01-08 20:45:56.921459,0.0803,0.0492
8051,29,Female,19612.42,Urban,Video,Health,Social Media,2,2023-10-15 20:45:56.921459,0.0559,0.0295
8052,32,Male,63023.34,Suburban,Banner,Fashion,Website,2,2023-09-04 20:45:56.921459,0.0575,0.0326
8053,22,Male,90021.47,Suburban,Native,Health,Search Engine,8,2023-05-26 20:45:56.921459,0.3962,0.0678
8054,23,Female,41297.7,Suburban,Banner,Fashion,Website,5,2024-02-09 20:45:56.921459,0.1183,0.0237
8055,53,Female,60246.82,Rural,Video,Finance,Website,8,2023-12-03 20:45:56.921459,0.1363,0.0755
8056,46,Female,59595.97,Urban,Banner,Finance,Search Engine,5,2023-11-09 20:45:56.921459,0.5073,0.0522
8057,39,Male,42435.44,Rural,Banner,Health,Website,7,2023-11-22 20:45:56.921459,0.2994,0.0605
8058,32,Male,56091.87,Urban,Text,Fashion,Search Engine,3,2024-03-08 20:45:56.921459,0.0797,0.0634
8059,36,Female,70163.85,Suburban,Native,Technology,Website,8,2024-01-14 20:45:56.921459,0.1795,0.0743
8060,26,Male,92178.06,Urban,Text,Health,Website,5,2024-04-11 20:45:56.921459,0.592,0.0389
8061,34,Male,78389.77,Rural,Text,Food,Website,8,2024-02-24 20:45:56.921459,0.2266,0.0625
8062,42,Male,34332.12,Urban,Text,Travel,Website,2,2023-06-08 20:45:56.921459,0.0409,0.0229
8063,25,Male,35106.17,Rural,Video,Fashion,Website,7,2023-05-25 20:45:56.921459,0.547,0.0159
8064,38,Other,53619.83,Rural,Video,Health,Search Engine,5,2024-01-21 20:45:56.921459,0.0939,0.0597
8066,18,Other,80731.86,Rural,Banner,Food,Social Media,6,2023-08-06 20:45:56.921459,0.1571,0.059
8067,40,Female,80664.01,Rural,Text,Food,Website,3,2023-07-01 20:45:56.921459,0.4485,0.0264
8068,31,Female,48088.57,Urban,Banner,Travel,Search Engine,3,2023-12-08 20:45:56.921459,0.2627,0.0743
8069,46,Male,48416.19,Rural,Text,Food,Search Engine,4,2024-02-08 20:45:56.921459,0.0796,0.0813
8070,27,Male,75587.57,Urban,Video,Food,Search Engine,7,2023-06-28 20:45:56.921459,0.2517,0.0274
8071,54,Male,54693.77,Rural,Video,Health,Website,1,2024-02-26 20:45:56.921459,0.1299,0.0507
8072,45,Male,62171.1,Rural,Video,Travel,Social Media,5,2023-12-24 20:45:56.921459,0.1551,0.0574
8073,41,Female,35398.78,Suburban,Banner,Fashion,Website,2,2024-01-16 20:45:56.921459,0.0801,0.0569
8075,44,Male,48057.15,Rural,Banner,Food,Website,15,2023-10-01 20:45:56.921459,0.1666,0.0671
8076,26,Female,85256.27,Urban,Banner,Finance,Social Media,3,2024-02-29 20:45:56.921459,0.1355,0.0322
8077,32,Female,38619.54,Rural,Native,Health,Website,11,2023-07-05 20:45:56.921459,0.2814,0.0513
8078,18,Male,44424.32,Suburban,Text,Travel,Website,7,2023-08-25 20:45:56.921459,0.0297,0.0327
8079,30,Male,45114.71,Urban,Banner,Travel,Search Engine,8,2023-09-18 20:45:56.921459,0.1447,0.0635
8080,40,Other,77590.07,Urban,Text,Travel,Search Engine,5,2023-10-01 20:45:56.921459,0.095,0.0554
8081,48,Other,62688.2,Urban,Native,Travel,Search Engine,4,2023-06-29 20:45:56.921459,0.2374,0.0443
8083,29,Female,47366.1,Urban,Video,Fashion,Social Media,2,2024-01-19 20:45:56.921459,0.1962,0.0718
8086,30,Female,58115.26,Urban,Banner,Health,Social Media,6,2023-09-22 20:45:56.921459,0.3719,0.0192
8087,48,Female,70495.21,Suburban,Banner,Finance,Website,5,2023-05-09 20:45:56.922468,0.6852,0.0218
8088,19,Other,17379.3,Suburban,Native,Technology,Social Media,7,2024-01-23 20:45:56.922468,0.3164,0.0608
8089,28,Male,46313.07,Suburban,Banner,Health,Search Engine,2,2023-08-13 20:45:56.922468,0.2736,0.0581
8090,32,Male,48497.66,Rural,Video,Health,Search Engine,3,2023-09-06 20:45:56.922468,0.2479,0.0057
8092,26,Male,67166.84,Rural,Banner,Finance,Social Media,8,2023-10-29 20:45:56.922468,0.2294,0.0465
8094,29,Male,61419.4,Rural,Native,Fashion,Website,3,2023-10-08 20:45:56.922468,0.2043,0.056
8095,52,Male,52243.83,Urban,Banner,Finance,Website,6,2023-07-21 20:45:56.922468,0.3276,0.0155
8096,37,Male,24715.03,Urban,Text,Food,Social Media,6,2023-11-12 20:45:56.922468,0.3243,0.049
8097,60,Other,34651.35,Suburban,Native,Technology,Search Engine,10,2023-11-02 20:45:56.922468,0.2591,0.0622
8098,18,Female,7925.8,Rural,Banner,Health,Social Media,6,2024-02-09 20:45:56.922468,0.2686,0.0449
8099,43,Female,43595.2,Suburban,Video,Technology,Social Media,7,2024-02-01 20:45:56.922468,0.1652,0.0485
8100,39,Other,36561.29,Urban,Video,Technology,Website,5,2023-08-05 20:45:56.922468,0.1935,0.0793
8101,26,Female,33477.7,Urban,Banner,Technology,Social Media,1,2023-06-21 20:45:56.922468,0.2108,0.0675
8102,55,Other,64202.56,Rural,Text,Finance,Social Media,5,2023-05-25 20:45:56.922468,0.1388,0.0611
8103,39,Female,102249.58,Urban,Banner,Fashion,Website,7,2023-11-20 20:45:56.922468,0.0821,0.0449
8105,25,Female,23445.63,Rural,Video,Finance,Social Media,5,2024-01-10 20:45:56.922468,0.0481,0.051
8106,37,Male,71574.69,Suburban,Video,Finance,Search Engine,8,2023-05-24 20:45:56.922468,0.1557,0.0377
8107,51,Female,25435.45,Urban,Native,Fashion,Website,3,2023-09-04 20:45:56.922468,0.2016,0.062
8108,49,Female,47578.65,Suburban,Native,Fashion,Website,2,2023-12-20 20:45:56.922468,0.1419,0.0473
8109,33,Male,55823.83,Urban,Video,Fashion,Search Engine,1,2024-02-22 20:45:56.922468,0.1038,0.078
8110,19,Female,62361.18,Urban,Banner,Finance,Website,5,2023-07-12 20:45:56.922468,0.0179,0.0148
8112,26,Other,61882.63,Rural,Text,Health,Social Media,6,2024-03-23 20:45:56.922468,0.1782,0.044
8113,29,Male,70027.98,Urban,Video,Health,Website,4,2023-09-06 20:45:56.922468,0.0679,0.0529
8114,46,Male,48336.25,Urban,Text,Travel,Website,5,2023-10-29 20:45:56.922468,0.1044,0.0449
8115,36,Male,21698.82,Rural,Video,Health,Search Engine,2,2024-04-03 20:45:56.922468,0.0351,0.0302
8116,55,Male,43710.95,Urban,Video,Health,Search Engine,2,2024-01-07 20:45:56.922468,0.1084,0.0672
8117,53,Female,55498.92,Suburban,Native,Health,Search Engine,2,2023-09-06 20:45:56.922468,0.1318,0.0364
8118,41,Other,80087.91,Rural,Banner,Fashion,Search Engine,7,2023-06-15 20:45:56.922468,0.1414,0.0366
8119,46,Male,33012.98,Suburban,Video,Travel,Social Media,7,2023-04-30 20:45:56.922468,0.0657,0.0452
8120,53,Female,43129.52,Suburban,Banner,Technology,Website,5,2023-05-26 20:45:56.922468,0.5361,0.0223
8121,27,Male,52182.62,Urban,Text,Food,Search Engine,8,2024-03-31 20:45:56.922468,0.1054,0.0861
8122,80,Other,21302.59,Rural,Video,Food,Website,4,2023-10-11 20:45:56.922468,0.3712,0.05
8123,44,Male,37810.87,Rural,Banner,Finance,Social Media,3,2023-10-31 20:45:56.922468,0.1297,0.0461
8124,38,Male,42018.66,Urban,Native,Finance,Social Media,3,2023-06-19 20:45:56.922468,0.3632,0.06
8125,42,Female,53412.51,Rural,Video,Health,Search Engine,5,2023-08-31 20:45:56.922468,0.4236,0.0839
8126,32,Male,28218.21,Rural,Video,Food,Search Engine,4,2023-12-06 20:45:56.922468,0.0616,0.0259
8127,31,Female,76411.12,Suburban,Video,Health,Social Media,4,2023-11-28 20:45:56.922468,0.1116,0.0202
8128,27,Female,55944.76,Suburban,Text,Travel,Search Engine,4,2023-05-29 20:45:56.922468,0.3482,0.0342
8129,39,Female,34554.76,Rural,Text,Technology,Website,5,2024-04-01 20:45:56.922468,0.1667,0.0397
8130,21,Female,43527.83,Suburban,Video,Food,Website,2,2023-10-23 20:45:56.922468,0.0269,0.0338
8131,21,Male,58933.47,Rural,Text,Travel,Search Engine,4,2023-12-23 20:45:56.922468,0.0793,0.0569
8132,32,Male,40829.78,Rural,Text,Finance,Website,3,2023-05-01 20:45:56.922468,0.2885,0.0063
8133,36,Other,67814.73,Suburban,Native,Finance,Social Media,6,2023-08-02 20:45:56.922468,0.1601,0.0799
8134,21,Female,56227.11,Urban,Native,Travel,Search Engine,5,2023-06-04 20:45:56.922468,0.1498,0.0581
8136,33,Other,63188.37,Suburban,Text,Fashion,Search Engine,1,2023-09-24 20:45:56.922468,0.0419,0.0707
8137,23,Male,93015.88,Rural,Text,Technology,Website,2,2023-10-01 20:45:56.922468,0.0785,0.0751
8138,42,Female,38644.11,Urban,Video,Health,Website,4,2024-03-20 20:45:56.922468,0.1113,0.0308
8139,35,Male,56103.84,Urban,Text,Finance,Social Media,3,2023-05-04 20:45:56.922468,0.2537,0.0238
8140,24,Female,42457.69,Rural,Banner,Food,Social Media,2,2023-06-05 20:45:56.922468,0.274,0.0239
8141,28,Female,38118.91,Rural,Banner,Fashion,Website,4,2023-12-22 20:45:56.922468,0.2922,0.0515
8143,43,Male,15481.4,Suburban,Native,Health,Search Engine,3,2023-08-02 20:45:56.922468,0.2829,0.065
8145,40,Male,76511.47,Urban,Banner,Travel,Search Engine,5,2024-02-28 20:45:56.922468,0.2082,0.0769
8146,33,Other,32179.79,Suburban,Video,Fashion,Search Engine,2,2023-08-19 20:45:56.922468,0.0505,0.0218
8147,24,Male,49461.29,Suburban,Text,Food,Social Media,10,2023-10-06 20:45:56.922468,0.1893,0.0622
8148,23,Female,46942.02,Urban,Video,Food,Search Engine,5,2023-06-03 20:45:56.922468,0.1133,0.0779
8149,38,Male,78367.73,Rural,Text,Technology,Website,5,2023-05-22 20:45:56.922468,0.2509,0.0686
8151,60,Male,67737.59,Suburban,Native,Fashion,Social Media,4,2023-05-22 20:45:56.922468,0.1525,0.0719
8152,24,Male,33050.24,Suburban,Text,Fashion,Website,6,2023-10-10 20:45:56.922468,0.2501,0.055
8153,26,Male,22126.88,Urban,Text,Health,Website,6,2023-05-11 20:45:56.922468,0.3738,0.0392
8154,40,Female,51237.8,Rural,Banner,Food,Search Engine,3,2023-05-26 20:45:56.922468,0.0755,0.0407
8155,31,Female,39655.65,Rural,Banner,Technology,Website,3,2023-11-13 20:45:56.922468,0.426,0.0191
8156,64,Female,112004.54,Suburban,Banner,Travel,Social Media,6,2024-03-26 20:45:56.922468,0.5236,0.0813
8157,37,Male,20083.61,Suburban,Banner,Fashion,Search Engine,7,2024-03-11 20:45:56.922468,0.1642,0.0521
8159,27,Female,30440.54,Rural,Video,Food,Social Media,7,2024-04-18 20:45:56.922468,0.2716,0.0538
8160,47,Other,72212.52,Urban,Banner,Fashion,Search Engine,5,2023-09-30 20:45:56.922468,0.168,0.0342
8162,25,Female,79865.29,Suburban,Text,Travel,Search Engine,4,2023-09-23 20:45:56.922468,0.1305,0.0462
8163,60,Other,70111.81,Suburban,Text,Finance,Social Media,7,2023-06-25 20:45:56.922468,0.2128,0.0575
8164,38,Male,34750.07,Rural,Video,Finance,Website,7,2023-12-16 20:45:56.922468,0.2404,0.0401
8166,26,Male,74958.0,Urban,Native,Technology,Website,5,2023-10-19 20:45:56.922468,0.618,0.0619
8167,40,Female,48972.67,Urban,Banner,Health,Website,2,2023-10-28 20:45:56.922468,0.1985,0.0377
8168,61,Male,28294.63,Urban,Text,Health,Website,3,2023-12-01 20:45:56.922468,0.0476,0.0254
8169,22,Female,100127.0,Urban,Banner,Travel,Search Engine,4,2024-03-02 20:45:56.922468,0.0771,0.0512
8170,35,Male,79407.97,Suburban,Video,Health,Website,7,2023-08-22 20:45:56.922468,0.1223,0.0638
8171,31,Female,42999.54,Urban,Banner,Food,Website,4,2023-10-11 20:45:56.922468,0.3925,0.0498
8172,20,Female,63349.92,Suburban,Text,Travel,Website,3,2024-04-08 20:45:56.922468,0.1248,0.0553
8176,23,Female,44388.91,Urban,Text,Travel,Website,6,2023-12-13 20:45:56.922468,0.517,0.0398
8177,32,Female,51918.67,Suburban,Native,Health,Social Media,11,2024-02-25 20:45:56.922468,0.153,0.0988
8178,34,Male,24704.0,Rural,Native,Finance,Search Engine,4,2023-07-11 20:45:56.922468,0.0626,0.0471
8180,41,Male,62243.2,Rural,Text,Finance,Website,4,2023-06-09 20:45:56.922468,0.2575,0.041
8181,56,Male,57308.36,Suburban,Banner,Technology,Search Engine,7,2023-06-15 20:45:56.922468,0.1973,0.0614
8182,25,Male,39260.38,Urban,Video,Finance,Website,7,2023-05-01 20:45:56.922468,0.2192,0.0316
8183,36,Other,41217.23,Urban,Native,Finance,Social Media,11,2024-02-04 20:45:56.922468,0.4113,0.0444
8184,45,Male,7107.62,Urban,Text,Health,Search Engine,4,2024-02-11 20:45:56.922468,0.1074,0.0666
8185,62,Male,67162.87,Suburban,Native,Food,Search Engine,10,2023-05-02 20:45:56.922468,0.2035,0.0884
8186,58,Male,76662.4,Urban,Video,Health,Search Engine,6,2023-10-15 20:45:56.922468,0.1615,0.0248
8187,36,Other,50607.69,Urban,Native,Food,Social Media,4,2023-10-23 20:45:56.922468,0.0518,0.0627
8188,24,Female,62182.44,Urban,Banner,Technology,Website,7,2024-02-01 20:45:56.922468,0.1604,0.0593
8189,44,Male,72257.85,Rural,Video,Food,Search Engine,5,2023-07-10 20:45:56.922468,0.2598,0.0469
8190,42,Female,36608.7,Suburban,Native,Fashion,Search Engine,5,2024-01-24 20:45:56.922468,0.1434,0.0793
8191,19,Female,44579.46,Urban,Video,Food,Social Media,3,2024-04-06 20:45:56.922468,0.2919,0.0514
8192,27,Female,17583.98,Urban,Text,Food,Website,5,2023-07-05 20:45:56.922468,0.0354,0.0357
8194,33,Female,60222.77,Rural,Text,Food,Social Media,7,2024-04-13 20:45:56.922468,0.1182,0.0823
8195,26,Male,58749.54,Suburban,Native,Fashion,Social Media,5,2023-08-02 20:45:56.922468,0.1592,0.0487
8196,37,Male,48797.39,Rural,Native,Health,Website,2,2024-03-14 20:45:56.922468,0.2968,0.0841
8197,40,Other,43555.67,Suburban,Native,Travel,Social Media,7,2023-09-15 20:45:56.922468,0.2017,0.0417
8198,41,Female,80439.74,Suburban,Native,Food,Search Engine,7,2023-10-13 20:45:56.922468,0.1436,0.0208
8199,52,Other,45912.24,Urban,Text,Finance,Social Media,9,2024-04-15 20:45:56.922468,0.1519,0.0332
8200,41,Female,64588.82,Urban,Video,Food,Website,6,2024-01-26 20:45:56.922468,0.5103,0.0706
8201,36,Male,60368.29,Suburban,Native,Technology,Social Media,4,2023-05-06 20:45:56.922468,0.0537,0.0562
8202,57,Other,79526.86,Rural,Video,Finance,Social Media,10,2023-05-22 20:45:56.922468,0.2958,0.0581
8203,34,Male,69545.0,Rural,Text,Technology,Website,2,2024-01-11 20:45:56.922468,0.147,0.0282
8204,29,Male,27484.79,Suburban,Native,Finance,Search Engine,4,2023-10-20 20:45:56.922468,0.24,0.0764
8205,31,Male,52343.99,Suburban,Native,Technology,Website,8,2024-01-05 20:45:56.922468,0.1692,0.0844
8206,27,Male,38152.83,Suburban,Video,Travel,Search Engine,3,2023-06-25 20:45:56.922468,0.0994,0.0653
8207,19,Male,43288.58,Suburban,Native,Food,Search Engine,7,2023-10-17 20:45:56.922468,0.11,0.038
8208,49,Other,28517.78,Rural,Video,Finance,Website,3,2023-11-04 20:45:56.922468,0.5056,0.0301
8209,33,Other,39506.58,Rural,Native,Finance,Social Media,7,2023-08-10 20:45:56.922468,0.469,0.0252
8210,61,Female,5573.36,Suburban,Text,Technology,Website,4,2023-05-08 20:45:56.922468,0.0121,0.0317
8211,51,Male,47215.67,Urban,Banner,Technology,Search Engine,7,2024-01-11 20:45:56.922468,0.2403,0.0386
8212,58,Male,41617.01,Rural,Banner,Health,Search Engine,7,2023-10-31 20:45:56.922468,0.2097,0.0453
8213,19,Male,29820.16,Rural,Native,Health,Website,3,2024-04-18 20:45:56.922468,0.3516,0.0163
8214,60,Female,43192.27,Rural,Native,Technology,Search Engine,5,2023-10-13 20:45:56.922468,0.1779,0.0803
8217,40,Male,42464.18,Rural,Text,Travel,Search Engine,5,2023-06-05 20:45:56.922468,0.124,0.0566
8218,23,Male,60087.0,Urban,Native,Travel,Search Engine,5,2023-05-29 20:45:56.922468,0.2642,0.0511
8219,36,Female,74704.14,Urban,Native,Technology,Social Media,8,2023-06-12 20:45:56.922468,0.424,0.0596
8220,48,Male,49791.5,Rural,Text,Technology,Website,6,2023-08-12 20:45:56.922468,0.1835,0.0603
8221,33,Female,47976.66,Urban,Banner,Technology,Search Engine,6,2023-08-29 20:45:56.922468,0.5799,0.0666
8222,40,Male,20461.04,Suburban,Banner,Technology,Social Media,8,2024-02-22 20:45:56.922468,0.04,0.0504
8223,35,Other,71983.28,Suburban,Banner,Technology,Social Media,5,2024-01-13 20:45:56.922468,0.1682,0.0439
